[2026-02-26T08:12:39.976Z] IP:::ffff:192.168.5.106 | GET / | Status:200 | Time:5ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15
[2026-02-26T08:15:53.929Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:54.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:55.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:56.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:58.180Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:58.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:15:59.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:00.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:01.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:02.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:03.927Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:04.930Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:05.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:06.929Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:07.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:08.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:09.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:10.930Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:11.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:12.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:13.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:14.930Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:15.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:16.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:17.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:18.930Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:19.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:20.932Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:2ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:21.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:22.930Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:23.930Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:24.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:25.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:26.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:27.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:28.930Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:29.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:30.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:31.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:32.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:33.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:34.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:35.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:36.930Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:37.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:38.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:39.930Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:40.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:41.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:42.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:43.930Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:44.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:45.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:46.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:47.929Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:48.928Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:49.929Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:50.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:51.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:2ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:52.930Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:53.930Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:54.930Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:55.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:2ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:56.929Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:57.930Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:58.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:16:59.930Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:00.930Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:01.930Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:02.930Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:03.930Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:04.929Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:05.929Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:06.930Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:07.930Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:08.931Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:09.930Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:10.929Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:11.930Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:12.930Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:13.929Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:14.927Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:16.809Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:17.808Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:18.808Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:19.808Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:20.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:21.808Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:22.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:23.805Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:24.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:25.805Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:26.805Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:27.805Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:28.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:29.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:30.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:31.806Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:32.805Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:0ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:33.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
[2026-02-26T08:17:34.807Z] IP:::ffff:192.168.5.106 | GET /api/data | Status:200 | Time:1ms | Agent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36
